表9—16  全国1989年育龄妇女分年龄、行业门类和孩次的生育状况,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
   20-24岁,    1 263 122,    145 317,    115.05,    132 768,    105.11,    11 476,    9.09,    946,    0.75,    113,    0.09,    14,    0.01
     20,    243 550,    8 353,    34.30,    7 922,    32.53,    41 5,    1.70,    15,    0.06,    1,    0.00,-,-
     21,    240 742,    1 5 881,    65.97,    14 966,    62.17,    852,    3.54,    56,    0.23,     7,    0.03,-,-
     22,    234 784,    26 346,    112.21,    24 444,    104.11,    1 775,    7.56,    116,    0.49,    10,    0．04,    1,    0．00
     23,    271 698,    43 304,    159.38,    39 579,    145.67,    3 428,    12.62,    260,    0.96,    30,    0．11,    7,    0.03
     24,    272 348,    51 433,    188.85,    45 857,    168.38,    5 006,    18.38,    499,    1.83,    65,    0.24,    6,    0.02
   25-29岁,    1 052 586,    141 364,    134.30,    106 213,    100.91,    29 397,    27.93,    4 650,    4.42,    882,    0.84,    222,    0.21
     25,    291 984,    52 538,    179.93,    44 721,    153.16,    6 880,    23.56,    812,    2.78,    109,    0．37,    16,    0.05
     26,    301 107,    45 433,    150.89,    35 409,    117.60,    8 545,    28.38,    1 242,    4.12,    206,    0.68,    31,    0.10
     27,    170 672,    20 225,    118.50,    13 874,81.29,    5 195,    30.44,    931,    5.45,    179,    1.05,    46,    0.27
     28,    133 072,    11 962,    89.89,    7 150,    53.73,    3 902,    29.32,    725,    5.45,    152,    1.14,    33,    0.25
     29,    155 751,    11 206,    71.95,    5 059,    32.48,    4 875,    31.30,    940,    6.04,    236,    1.52,    96,    0.62
   30—34岁,    940 346,    36 271,    38.57,    9 369,    9.96,    21 445,    22.81,    4 062,    4.32,    906,    0.96,    489,    0.52
     30,    149 348,    8 654,    57.95,    2 882,    19.30,    4 654,    31.16,    859,    5.75,    191,    1.28,    68,    0.46
     31,    198 529,    9 282,    46.75,    2 544,    12.81,    5 351,    26.95,    1 034,    5.21,    240,    1.21,    113,    0.57
     32,    197 082,    7 659,    38.86,    1 724,    8.75,    4 730,    24.00,    897,    4.55,    200,    1.01,    108,    0.55
     33,    193 403,    6 003,    31.04,    1 327,    6.86,    3 701,19.14,    712,    3.68,    155,    0.80,    108,    0.56
     34,    201 984,    4 673,    23.14,    892,    4.42,    3 009,    14.90,    560,    2.77,    120,    0.59,    92,    0.46
   35—39岁,    809 029,    8 765,    10.83,    1 669,    2.06,    5258,    6.50,    1 174,    1.45,    324,    0.40,    340,    0.42
     35,    183 682,    3 316,    18.05,    623,    3.39,    2 089,    11.37,    427,    2.32,    100,    0.54,    77,    0.42
     36,    160 873,    2 239,    13.92,    450,    2.80,    1 380,    8.58,    270,    1.68,    77,    0.48,    62,    0.39
     37,    156 485,    1 529,    9.77,    262,    1.67,      917,    5.86,    210,    1.34,    64,    0.41,    76,    0.49
     38,    145 525,    979,    6.73,    182,    1.25,    549,    3.77,    150,    1.03,    48,0.33,    50,    0.34
     39,    162 464,    702,    4.32,    152,    0.94,    323,    1.99,    117,    0.72,    35,    0.22,    75,    0.46
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
    行业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,    生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  40—44岁,    705 477,    1 117,    1.58,    295,    0.42,    403,    0.57,    205,    0．29,    108,    0.15,    106,    0．15
    40,    143 007,    445,    3.11,    106,    0．74,    192,    1.34,    77,    0．54,    35,    0．24,    35,    0．24
    41,    142 118,    282,    1.98,    86,    0.61,    92,    0．65,    62,    0．44,    22,    0．15,    20,    0．14
    42,    145 898,    159,    1.09,    44,    0.30,    56,    0.38,    27,    0.19,    14,    0.10,    18,    0.12
    43,    139 841,    121,    0.87,    32,    0.23,    38,    0.27,    19,    0.14,    18,    0.13,    14,    0.10
    44,    134 613,    110,    0.82,    27,    0.20,    25,    0．19,    20,    0.15,    19,    0.14,    19,    0.14
  45—49岁,    615 020,    311,    0.51,    45,    0.07,    80,        0.13,    77,    0．13,    64,    0.10,    45,    0.07
    45,    131 586,    78,    0.59,    18,    0.14,    18,    0.14,    17,    0.13,    11,    0.08,    14,    0．11
    46,    133 434,    60,    0.45,    8,    0.06,    19,    0．14,    15,    0．11,    15,    0．11,    3,    0.02
    47,    129 238,    73,    0.56,    9,    0.07,    21,    0.16,    16,    0.12,    13,    0.10,    14,    0．11
    48,    118 484,    57,    0.48,    5,    0．04,    12,    0．10,    16,    0.14,    14,    0.12,    10,    0.08
    49,    102 278,    43,    0.42,    5,    0.05,    10,    0．10,    13,    0.13,    11,    0.11,    4,    0．04
科学研究和综合技术服务事业,    485 752,    22 058,    45.41,    20 574,    42.35,    1 304,    2.68,    134,    0.28,    33,    0.07,    13,    0.03
  15—19岁,    19 492,    78,    4.00,    75,    3.85,    3,    0.15,-,-,-,-,-,-
    15,    590,-,-,-,-,-,-,-,-,-,-,-,-
    16,    1 669,-,-,-,-,-,-,-,-,-,-,-,-
    17,    3 251,    5,    1.54,    5,    1.54,-,-,-,-,-,-,-,-
    18,    5 622,    1 1,    1.96,    11,    1.96,-,-,-,-,-,-,-,-
    19,    8 360,    62,    7.42,    59,    7.06,    3,    0．36,-,-,-,-,-,-
  20-24岁,    77 214,    6 144,    79.57,    5 958,    77.16,    172,    2.23,    12,    0.16,    2,    0.03,-,-
    20,    11966,    219,    18.30,    208,    17.38,    11,    0.92,-,-,-,-,-,-
    21,    1 3 532,    434,    32.07,    420,    31.04,    13,    0.96,-,-,    1,    0.07,-,-
    22,    13 487,    711,    52.72,    676,    50.12,    34,    2.52,    1,    0.07,-,-,-,-
    23,    18 103,    1 730,    95.56,    1 690,    93.35,    36,    1.99,    4,    0.22,-,-,-,-
    24,    20 126,    3 050,    151.55,    2 964,    147.27,    78,    3.88,    7,    0.35,    1,    0.05,-,-
  25—29岁,    98 562,    13 029,    132.19,    12 515,    126.98,    453,    4.60,    48,    0．49,    12,    0．12,    1,    0.01
    25,    25 699,    4 294,    167.09,    4 178,    162.57,    112,    4.36,    4,    0．16,-,-,-,-
    26,    26 647,    4 202,    1 57.69,    4 090,    153.49,    95,    3.57,    13,    0.49,    4,    0.15,-,-
    27,    1 5 809,    2 084,    131.82,    1 979,    125.18,    98,    6.20,    6,    0.38,    1,    0.06,-,-
    28,    14 516,    1 415,    97.48,    1 343,    92.52,    58,    4.00,    12,    0.83,    2,    0.14,-,-
    29,    15 891,    1 034,    65.07,    925,    58.21,    90,    5.66,    13,    0.82,    5,    0.31,    1,    0.06
  30—34岁,    90 565,    2 210,    24.40,    1 697,    18.74,    459,    5.07,    36,    0.40,    11,    0.12,    7,    0.08
    30,    13 922,    618,    44.39,    522,    37.49,    90,    6.46,    3,    0.22,    2,    0.14,    1,    0.07
    31,    19 435,    588,    30.25,    467,    24.03,    105,    5.40,    10,    0．51,    4,    0．21,    2,    0.10
    32,    18 264,    423,    23.16,    315,    17.25,    102,    5.58,    6,    0.33,-,-,-,-
    33,    18 523,    321,    17.33,    227,    12.26,    79,    4.26,    10,    0.54,    4,    0.22,    1,    0.05
    34,    20 421,    260,    12.73,    166,    8.13,    83,    4.06,    7,    0．34,    1,    0.05,    3,    0.15
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,    出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  35-39岁,    73 416,    519,    7.07,    288,    3.92,    200,    2.72,    26,    0.35,    3,    0.04,    2,    0.03
    35,    18 986,    222,    11.69,    128,    6.74,    77,    4.06,    12,    0.63,    3,    0.16,    2,    0.11
    36,    15 225,    117,    7.68,    63,    4.14,    49,    3.22,    5,    0.33,-,-,-,-
    37,    14 208,    84,    5.91,    40,    2.82,    38,    2.67,    6,    0.42,-,-,-,-
    38,    12 288,    50,    4.07,    31,    2.52,    18,    1.46,    1,    0.08,-,-,-,-
    39,    12 709,    46,    3.62,    26,    2.05,    18,    1.42,    2,    0.16,-,-,-,-
  40-44岁,    58 780,    47,    0.80,    32,    0.54,    9,    0.15,    5,    0.09,    1,    0.02,-,-
    40,    11 183,    21,    1.88,    14,    1.25,    4,    0.36,    3,    0.27,-,-,-,-
    41,    11 165,    9,    0.81,    7,    0.63,-,-,    2,    0.18,-,-,-,-
    42,    11 829,    8,    0.68,    6,    0.51,    1,    0.08,-,-,    1,    0.08,-,-
    43,    12 335,    4,    0.32,    2,    0.16,    2,    0．16,-,-,-,-,-,-
    44,    12 268,    5,    0.41,     3,    0.24,    2,    0.16,-,-,-,-,-,-
  45-49岁,    67 723,    31,    0.46,    9,    0.13,    8,    0.12,    7,    0.10,    4,    0.06,    3,    0.04
    45,    12 684,    5,    0.39,    3,    0.24,    1,    0.08,-,-,    1,    0.08,-,-
    46,    13 465,    5,    0.37,    1,    0.07,    3,    0.22,-,-,    1,    0.07,-,-
    47,    14 524,    11,    0.76,    3,    0.21,    1,    0.07,    4,    0.28,    1,    0.07,    2,    0．14
    48,    14 396,    3,    0.21,-,     -,    1,    0.07,    2,    0.14,-,-,-,-
    49,    12 654,     7,    0.55,    2,    0.16,    2,    0.16,    1,    0.08,    1,    0.08,    1,    0.08
金融、保险业,    813 583,    56 982,    70.04,    50 172,61.67,    6 195,    7.61,    499,    0.61,    81,    0.10,    35,    0.04
  15-19岁,    105 912,    592,    5.59,    576,    5.44,    15,    0.14,-,-,-,-,    1,    0.01
    15,    2 988,-,-,-,-,-,-,-,-,-,-,-,-
    16,    8 867,    2,    0.23,    2,    0.23,-,-,-,-,-,-,-,-
    17,    18 532,    23,1.24,    23,    1.24,-,-,-,-,-,-,-,-
    18,    31 837,    133,    4.18,    129,    4.05,    4,    0.13,-,-,-,-,-,-
    19,    43 688,    434,    9.93,    422,    9.66,    11,    0.25,-,-,-,-,    1,    0.02
  20-24岁,    245 947,    26 116,    106.19,    25 053,    101.86,    992,    4.03,    62,    0.25,    7,    0.03,    2,    0.01
    20,    52 158,    1 456,    27.92,    1 426,    27.34,    29,    0.56,    1,    0.02,-,-,-,-
    21,    49 366,    2 736,    55.42,    2 645,    53.58,    87,    1.76,    3,    0.06,    1,    0.02,-,-
    22,    43 988,    4 359,    99.10,    4 197,    95.41,    157,    3.57,    4,    0.09,    1,    0.02,-,-
    23,    50 331,    7 797,    154.91,    7 496,    148.93,    276,    5.48,    24,    0.48,    1,    0.02,-,-
    24,    50 104,    9 768,    194.95,    9 289,    185.39,    443,    8.84,    30,    0.60,    4,    0.08,    2,    0.04
  25-29岁,    208 637,    26 242,    125.78,    23 131,    110.87,    2 841,    13.62,    219,    1.05,    39,    0.19,    12,    0.06
    25,    57 514,    10 320,    179.43,    9 669,    168.12,    609,    10.59,    31,    0.54,    9,    0.16,    2,    0.03
    26,    61 250,    8 793,    143.56,    7 944,    129.70,    762,    12.44,    78,    1.27,    7,    0．11,    2,    0.03
    27,    34 677,    3 738,    107.79,    3 132,    90.32,    562,    16.21,    34,    0．98,    7,    0.20,    3,    0.09
    28,    26 719,    1 899,71.07,    1 433,    53.63,    426,    15.94,    31,    1.16,    7,    0.26,    2,    0.07
    29,    28 477,    1 492,    52.39,    953,    33.47,    482,    16.93,    45,    1.58,    9,    0．32,    3,    0.11
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表9-—16全国1989年育龄妇女分年龄、行业门类和孩次的生育状况(续13),,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
,,,,  出生数,  生育率,,,,,,,,
  30—34岁,    118 968,    3 335,    28.03,    1 248,    10.49,    1 902,    15.99,    154,    1.29,    22,    0.18,    9,    0．08
    30,    24 462,    973,    39.78,    451,    18.44,    481,    19.66,    33,    1.35,    7,    0.29,    1,    0.04
    31,    28 679,    873,    30.44,    331,    11.54,    492,    17.16,    40,    1.39,    7,    0．24,    3,    0.10
    32,    24 802,    668,    26.93,    231,    9.31,    400,    16.13,    29,    1.17,    5,    0．20,    3,    0.12
    33,    20 976,    473,    22.55,    148,    7.06,    293,    13.97,    38,    1.43,    1,    0．05,    1,    0.05
    34,    20 049,    348,    17.36,    87,    4.34,    236,    11.77,    22,    1.10,    2,    0．10,    1,    0.05
  35—39岁,    66 262,    617,    9.31,    142,    2.14,    414,    6.25,    48,    0.72,    8,    0.12,    5,    0.08
    35,    17 861,    248,    13.89,    49,    2.74,    177,    9.91,    18,    1.01,    3,    0．17,    1,    0.06
    36,    14 325,    160,    11.17,    32,    2.23,    118,    8.24,    5,    0.35,    3,    0.21,    2,    0．14
    37,    13 051,    102,    7.82,    30,    2.30,    59,    4.52,    11,    0.84,-,-,    2,    0．15
    38,    10 671,    63,    5.90,    17,    1.59,    38,    3.56,    8,    0．75,-,-,-,-
    39,    10 354,    44,    4.25,    14,    1.35,    22,    2.12,    6,    0.58,    2,    0．19,-,-
  40-44岁,    38 080,    62,    1.63,    17,    0．45,    26,    0.68,    11,    0.29,    4,    0．11,    4,    0．11
    40,    8 282,    23,    2.78,    9,    1.09,    11,    1.33,-,-,    3,    0．36,-,-
    41,    7 725,    14,    1.81,    2,    0．26,    9,    1.17,    3,    0.39,-,-,-,-
    42,    7 701,    10,    1.30,    3,    0．39,    2,    0.26,    4,    0.52,    1,    0．13,-,-
    43,    7 214,    7,    0.97,    1,    0.14,    2,    0．28,    3,    0.42,-,-,    1,    0.14
    44,    7 158,    8,    1.12,    2,    0.28,    2,    0.28,    1,    0.14,-,-,    3,    0.42
  45—49岁,    29 777,    18,    0．60,    5,    0.17,    5,    0.17,    5,    0.17,    1,    0．03,    2,    0.07
    45,    6 848,    4,    0.58,    2,    0.29,    1,    0.15,    1,    0.15,-,-,-,-
    46,    6 628,    6,    0.91,-,-,    1,    0.15,    3,    0.45,    1,    0．15,    1,    0．15
    47,    6 071,    4,    0.66,    1,    0.16,    1,    0.16,    1,    0.16,-,-,    1,    0.16
    48,    5 277,    2,    0.38,    1,    0．19,    1,    0.19,-,-,-,-,-,-
    49,    4 953,    2,    0.40,    1,    0．20,    1,    0．20,-,-,-,-,-,-
国家机关、政党机关和社会团体,    2 645 804,    145 460,    54.98,    122 538,    46.31,    20 395,    7.71,    1 973,    0.75,    349,    0．13,    205,    0.08
  15—19岁,    166 976,    1 246,    7.46,    1 182,    7.08,    61,    0．37,    2,    0.01,-,-,    1,    0．01
    15,    6 143,    5,    0．81,    4,    0．65,    1,    0.16,-,-,-,-,-,-
    16,    16 115,    12,    0.74,    12,    0.74,-,-,-,-,-,-,-,-
    17,    30 017,    47,    1.57,    47,    1.57,-,-,-,-,-,-,-,-
    18,    47 701,    219,    4.59,    209,    4.38,    10,    0．21,-,-,-,-,-,-
    19,    67 000,    963,    14.37,    910,    13.58,    50,    0.75,    2,    0．03,-,-,    1,    0.01
  20—24岁,    518 941,    61 682,    118.86,    59 103,    113.89,    2 358,    4.54,    191,    0.37,    27,    0．05,    3,    0．01
    20,    87 646,    3 065,    34.97,    2 968,    33.86,    95,    1.08,    2,    0.02,-,-,-,-
    21,    90 311,    5 602,    62.03,    5 410,    59.90,    168,    1.86,    20,    0．22,    4,    0.04,-,-
    22,    91 619,    9 539,    104.12,    9 134,    99.70,    375,    4.09,    28,    0.31,    2,    0．02,-,-
    23,    118 235,    18 619,    157.47,    17 908,    151.46,    657,    5.56,    48,    0.41,    4,    0．03,    2,    0．02
    24,    131 130,    24 857,    189.56,    23 683,    180.61,    1 063,    8.11,    93,    0.71,    17,    0.13,    1,    0．01
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
表9--16全国1989年育龄妇女分年龄、行业门类和孩次的生育状况(续14),,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    行业和,1989年年中,  出生,  生育率,,,,,,,,,,
    年龄别,妇女人数,  人数,,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  25—29岁,    537 303,    64 777,    120.56,    56 609,    105.36,    7 322,    13.63,    690,    1.28,    116,    0.22,    40,    0．07
    25,    150 036,    25 925,    172.79,    24 229,    161.49,    1 530,    10.20,    141,    0.94,    22,    0．15,    3,    0．02
    26,    150 211,    20 930,    139.34,    18 823,    125.31,    1 879,    12.51,    190,    1.26,    25,    0.17,    13,    0.09
    27,    85 298,    8 716,    102.18,    7 275,    85.29,    1 289,    15.11,    125,    1.47,    23,    0.27,    4,      0．05
    28,    70 197,    4 952,    70.54,    3 675,    52.35,    1 143,    16.28,    110,    1.57,    18,    0.26,    6,    0.09
    29,    81561,    4 254,    52.16,    2 607,    31.96,    1 481,    18.16,    124,    1.52,    28,    0.34,    14,    0．17
  30—34岁,    478 789,    13 333,    27.85,    4 712,    9.84,    7 779,    16.25,    684,    1.43,    99,    0.21,    59,    0.12
    30,    76 479,    3 031,    39.63,    1 447,    18.92,    1 414,    18.49,    142,    1.86,    17,    0.22,    11,    0．14
    31,    99 818,    3 271,    32.77,    1 275,    12.77,    1 809,    18.12,    155,    1.55,    21,    0.21,    11,    0.11
    32,    98 425,    2 758,    28.02,    902,    9.16,    1 673,    17.00,    149,    1.51,    24,    0．24,    10,    0．10
    33,    97 271,    2 294,    23.58,    639,    6.57,    1 502,    15.44,    123,    1.26,    16,    0.16,    14,    0．14
    34,    106 796,    1 979,    18.53,    449,    4.20,    1 381,    12.93,    115,    1.08,    21,    0．20,    13,    0.12
  35—39岁,    425 430,    3 937,    9.25,    822,    1.93,    2 689,    6.32,    310,    0.73,    63,    0.15,    53,    0.12
    35,    101 850,    1 477,    14.50,    290,    2.85,    1 062,    10.43,    95,    0.93,    19,    0.19,    11,    0．11
    36,    88 881,    991,    11.15,    196,    2.21,    710,    7.99,    63,    0.71,    15,    0.17,    7,    0.08
    37,    84 071,    742,    8.83,    174,    2.07,    473,    5.63,    67,    0.80,    15,    0.18,    13,    0.15
    38,    73 540,    436,    5.93,    92,    1.25,    286,    3.89,    43,    0.58,    7,    0．10,    8,    0．11
    39,    77 088,    291,    3.77,    70,    0.91,    158,    2.05,    42,    0.54,    7,    0．09,    14,    0．18
  40—44岁,    294 880,    400,    1.36,    104,    0.35,    163,    0.55,    76,    0.26,    27,    0.09,    30,    0．10
    40,    64 504,    145,    2.25,    41,    0.64,    70,    1.09,    16,    0.25,    7,    0.11,    11,    0.17
    41,    61 293,    100,    1.63,    24,    0.39,    45,    0.73,    17,    0.28,    7,    0.11,    7,    0.11
    42,    60 197,    70,    1.16,    23,    0.38,    26,    0.43,    13,    0．22,    5,    0.08,    3,    0.05
    43,    56 532,    48,    0．85,    9,    0.16,    14,    0.25,    16,    0．28,    3,    0.05,    6,    0.11
    44,    52 354,    37,    0.71,    7,    0.13,    8,    0.15,    14,    0.27,    5,    0.10,    3,    0.06
  45—49岁,    223 485,    85,    0．38,    6,    0.03,    23,    0．10,    20,    0.09,    17,    0．08,    19,    0.09
    45,    48 266,    22,    0.46,    3,    0.06,    6,    0.12,    4,    0.08,    5,    0.10,    4,    0．08
    46,    47 414,    25,    0.53,    2,    0.04,    10,    0.21,    5,    0.11,    3,    0.06,    5,    0.11
    47,    45 026,    14,    0.31,    1,    0.02,    3,    0．07,    4,    0.09,    2,    0.04,    4,    0.09
    48,    42 664,    14,    0．33,-,-,    2,    0.05,    4,    0.09,    3,    0.07,    5,    0.12
    49,    40 115,    10,    0.25,-,-,    2,    0.05,    3,    0.07,    4,    0.10,    1,    0.02
其他行业,    30 818,    1 139,    36.96,    941,    30.53,    159,    5.16,    32,    1.04,    7,    0．23,-,-
  15—19岁,    4 347,    14,    3.22,    13,    2.99,    1,    0.23,-,-,-,-,-,-
    15,    385,-,-,-,-,-,-,-,-,-,-,-,-
    16,    616,-,-,-,-,-,-,-,-,-,-,-,-
    17,    913,-,-,-,-,-,-,-,-,-,-,-,-
    18,    1 161,    4,    3.45,    4,    3.45,-,-,-,-,-,-,-,-
    19,    1 272,    10,    7.86,    9,    7.08,    1,    0．79,-,-,-,-,-,-
  20—24岁,    5 458,    470,    86.11,    429,    78.60,    35,    6.41,    6,    1.10,-,-,-,-
    20,    1 408,    30,    21.31,    29,    20.60,    1,    0.71,-,-,-,-,-,-
    21,    1 125,    62,    55.11,    59,    52.44,    2,    1.78,    1,    0.89,-,-,-,-
    22,    942,    77,    81.74,    73,    77.49,    4,    4.25,-,-,-,-,-,-
    23,    943,    136,    144.22,    119,    126.19,    14,    14.85,    3,    3.18,-,-,-,-
    24,    1 040,    165,    158.65,    149,    143.27,    14,    13.46,     2,    1.92,-,-,-,-
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
单位：人、‰,,,,,,,,,,,,,
,,,,,,,,,,,,,
    行业和,1989年年中,  出生,,    第一孩,,    第二孩,,    第三孩,,    第四孩,,    第五孩及以上,
    年龄别,妇女人数,  人数,  生育率,,,,,,,,,,
,,,,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率,  出生数,  生育率
  25—29岁,    5 185,    518,    99.90,    453,    87.37,    52,    10.03,    10,    1.93,    3,    0.58,-,-
    25,    1 264,    194,    153.48,    185,    146.36,7,    5.54,    1,    0.79,    1,    0.79,-,-
    26,    1 422,    191,    134.32,    171,    120.25,    15,    10.55,    4,    2.81,    1,    0．70,-,-
    27,    809,    69,    85.29,    57,    70.46,    10,    12.36,    2,    2.47,-,-,-,-
    28,    744,    28,    37.63,    20,    26.88,    6,    8.06,    1,    1.34,    1,    1.34,-,-
    29,    946,    36,38.05,    20,    21.14,    14,    14.80,    2,    2.11,-,-,-,-
  30—34岁,    5 731,    96,    16.75,    36,    6.28,    50,    8.72,    8,    1.40,      2,    0.35,-,-
    30,    881,    22,    24.97,    13,    14.76,    8,    9.08,    1,    1.14,-,-,-,-
    31,    1 232,    21,    17.05,    9,    7.31,    8,    6.49,    2,    1．62,    2,    1.62,-,-
    32,    1 126,    22,    19.54,    5,    4.44,    15,    13.32,    2,    1.78,-,-,-,-
    33,    1 167,    13,    11.14,    6,    5.14,    6,    5.14,    1,    0.86,-,-,-,-
    34,    1 325,    18,    13.58,    3,    2.26,    13,    9.81,    2,    1.51,-,-,-,-
  35—39岁,    5 032,    33,    6.56,    8,    1.59,    19,    3.78,    5,    0.99,    1,    0.20,-,-
    35,    1 275,    17,    13.33,    6,    4.71,    10,    7.84,    1,    0.78,-,-,-,-
    36,    1 125,    8,    7.11,    1,    0.89,    5,    4.44,    1,    0.89,    1,    0.89,-,-
    37,    989,    6,    6.07,    1,    1.01,    3,    3.03,    2,    2.02,-,-,-,-
    38,    846,    2,    2.36,-,-,    1,    1.18,    1,    1.18,-,-,-,-
    39,    797,-,-,-,-,-,-,-,-,-,-,-,-
  40—44岁,    2 899,    5,    1.72,    2,    0．69,     2,    0.69,    1,    0.34,-,-,-,-
    40,    733,-,-,-,-,-,-,-,-,-,-,-,-
    41,    583,    1,    1.72,-,-,    1,    1.72,-,-,-,-,-,-
    42,    590,    1,    1.69,    1,    1.69,-,-,-,-,-,-,-,-
    43,    510,    1,    1.96,    1,    1.96,-,-,-,-,-,-,-,-
    44,    483,    2,    4.14,-,-,    1,    2.07,    1,    2.07,-,-,-,-
  45—49岁,    2 166,    3,    1.39,-,-,-,-,    2,    0.92,    1,    0.46,-,-
    45,    452,-,-,-,-,-,-,-,-,-,-,-,-
    46,    460,    2,    4.35,-,-,-,-,    1,    2.17,    1,    2.17,-,-
    47,    427,-,-,-,-,-,-,-,-,-,-,-,-
    48,    459,    1,    2.18,-,-,-,-,    1,    2.18,-,-,-,-
    49,    368,-,-,-,-,-,-,-,-,-,-,-,-
