,,,,,,
41．1 9 8 1年全国死亡人口的年龄状况,,,,,,
,,,,,,
4 7,45413,"    26,757","    18,656",    0.72,    0.43,    0．30
4 8,"    50,023","    29,483","    20,540",    0.80,    0．47,    0.33
4 9,"    48,688","    28,594","    20,094",    0.78,    0．46,    0.32
5 0,"    56,096","    33,342","    22,754",    0.89,    0．53,    0.36
5 1,"    57,310","    33,916","    23,394",    0.91,    0．54,    0.37
5 2,"    60,358","    36,186","    24,1 72",    0．96,    0．58,    0.39
5 3,"    65,974","    39,323","    26,651",    1.05,    0.63,    0.42
5 4,"    66,294","    39,663","    26,631",    1.06,    0.63,    0.42
5 5,"    71,964","    42,979","    28,985",    1.15,    0．69,    0.46
5 6,"    78,955","    47,555","    31,400",    1.26,    0．76,    0.50
5 7,"    82,328","    49,335","    32,993",    1.31,    0.79,    0.53
5 8,"    86,934","    52,123","    34,811",    1.39,    0．83,    0.55
5 9,"    91,423","    54,371","    37,052",    1.46,    0．87,    0.59
6 0,"    106,416","    62,938","    43,478",    1.70,    1.00,    0.69
6 1,"    102,457","    60,924","    41,533",    1.63,    0．97,    0．66
6 2,"    109,905","    64,345","    45,560",    1.75,    1.03,    0．73
6 3,"    112,968","    65,666","    47,302",    1.80,    1.05,    0.75
6 4,"    120,118","    69,646",50472,    1.91,    1.11,    0．80
6 5,"    123,563","    71,086","    52,477",    1.97,    1.13,    0．84
6 6,"    128,597","    73,434","    55,163",    2.05,    1.17,    0.88
6 7,138019,"    78,390","    59,629",    2.20,    1.25,    0.95
6 8,"    135,860","    76,303","    59,557",    2.17,    1.22,    0.95
6 9,"    132,987","    73,831","    59,156",    2．12,    1.18,    0．94
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,    死亡人口数,,,占死亡人口总合计数的百分比(％),,
    年龄别,,,,,,
,  合计,    男,    女,    合计,    男,    女
(续),,,,,,
7 0,"    149,560","    81,361","    68,199",    2.38,    1.30,    1.09
7 1,"    147,574","    79,023","    68,551",    2.35,    1.26,    1.09
7 2,"    160,278","    84,184","    76,094",    2.55,    1.34,    1.21
7 3,"    148,541",76922,"    71,619",    2.37,    1.23,    1.14
7 4,"    144,680","    73,622","    71,058",    2.31,    1.17,    1.13
7 5,"    146,208","    72,934","    73,274",    2.33,    1.16,    1.17
7 6,"    138,784","    68,185","    70,599",    2.21,    1.09,    1.13
7 7,"    133,969","    64,259","    69,710",    2.14,    1.02,    1.11
7 8,"    134,265","    62,964","    71,3 01",    2.14,    1.00,    1.14
7 9,"    118,921","    54,602","    64,319",    1.90,    0.87,    1.03
8 0,"    120,829","    53,629","    67,200",    1.93,    0．85,    1.07
8 1,"    98,664","    42,678","    55,986",        1.57,    0．68,    0．89
8 2,"    86,799","    36,775","    50,024",    1.38,    0.59,    0．80
8 3,"    79,040","    32,694","    46,346",    1.26,    0.52,    0.74
8 4,"    67,259","    26,534","    40,725",    1.07,    0．42,    0．65
8 5,"    56,342","    21,615","    34,727",    0．90,    0．34,    0．55
8 6,"    47,753","        17,721","    30,032",    0.76,    0.28,    0.48
8 7,"    37,349","    13,449","    23,900",    0．60,    0．21,    0．38
8 8,"    30,658","    10,525","    20,133",    0．49,    0．17,    0.32
8 9,"    24,105","    7,865","    16,240",    0．38,    0.13,    0.26
9 0,"    18,995","    6,024","    12,971",    0.30,    0．10,    0．21
9 1,"    13,458","    4,077","    9,381",    0.21,    0．06,    0．15
9 2,"    9,814","    2,821",6993,    0.16,    0.04,    0．11
9 3,"    6,999",1849,"    5,150",    0．11,    0．03,    0.08
9 4,"    4,934","    1,327","    3,607",    0．08,    0.02,    0.06
9 5,"    3,651",    947,"    2,704",    0．06,    0.02,    0.04
9 6,"    2,709",    696,"    2,013",    0．04,    0．01,    0.03
9 7,"    1,872",    468,"    1,404",    0．03,    0．01,    0.02
9 8,"    1,337",    353,    984,    0.02,    0．01,    0.02
9 9,    734,    175,    559,    0.01,-,    0．01
1 0 0,    587,    184,    403,    0．01,-,    0．01
1 0 1,    252,    77,    175,-,-,-
1 0 2,    195,      56,    139,-,-,-
1 0 3,    118,    44,    74,-,-,-
1 0 4,    97,    35,    62,-,-,-
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,    死亡人口数,,,占死亡人口总合计数的百分比(％),,
    年龄别,,,,,,
,    合计,    男,    女,  合计,    男,    女
(续),,,,,,
1 0 5,    98,    42,    56,-,-,-
1 0 6,    75,    28,    47,-,-,-
1 0 7,    33,    15,    18,-,-,-
1 0 8,    38,    21,    1 7,-,-,-
1 0 9,    20,    10,    10,-,-,-
1 1 0,    74,    45,    29,-,-,-
1 1 1,    20,    10,    10,-,-,-
1 1 2,    17,    9,    8,-,-,-
1 1 3,    7,    3,    4,-,-,-
1 1 4,    4,    4,-,-,-,-
1 1 5,    26,    11,    15,-,-,-
1 1 6,    4,    3,    1,-,-,-
1 1 7,    6,    5,    1,-,-,-
1 1 8,    7,    3,    4,-,-,-
1 1 9,    5,    3,    2,-,-,-
1 2 0,    17,    11,    6,-,-,-
1 2 1,    3,    2,    1,-,-,-
1 2 2,    1,-,    1,-,-,-
1 2 3,    1,    1,-,-,-,-
1 2 4,-,-,-,-,-,-
1 2 5,    6,    4,    2,-,-,-
1 2 6,    1,-,1,-,-,-
1 2 7,    2,    1,    1,-,-,-
1 2 8,-,-,-,-,-,-
1 2 9,-,-,-,-,-,-
1 3 0,    8,    5,    3,-,-,-
1 3 1,    1,    1,-,-,-,-
1 3 2,-,-,-,-,-,-
1 3 3,-,-,-,-,-,-
1 3 4,-,-,-,-,-,-
1 3 5,    1,    _,    1,-,-,-
1 3 6,-,-,-,-,-,-
1 3 7,-,-,-,-,-,-
1 3 8,-,-,-,-,-,-
1 3 9,-,-,-,-,-,-
……,,,,,,
1 6 0,-,-,-,-,-,-
