,,,,,,,,,,,,,,,,,,
表7-9全国各职业大类人口分年龄、性别的婚姻状况,,,,,,,,,,,,,,,表7-9全国各职业大类人口分年龄、性别的婚姻状况(续16),,,
,,,,,,,,,,,,,,,    单位：人,,,
单位：人,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    职业和,    离婚,,
    职业和,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    年龄别,,,
    年龄别,,,,,,,,,,,,,,,,    小计,    男,    女
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,总计,    3 904 193,    2 900 789,    1 003 404
    46,    644 355,    377 195,    267 160,    3 680,    2 647,    1 033,    625 898,    368 630,      257 268,    9 695,    3 537,    6 158,,,    46,    5 082,    2 381,    2 701
    47,    651 467,    381 350,    270 117,    3 571,    2 683,    888,    631 967,    372 251,    259 716,    10 783,    3 967,    6 816,,,    47,    5146,    2 449,    2 697
    48,    658 742,    394 956,    263 786,    3 349,    2 567,    782,    638 412,    385 373,    253 039,    12 075,    4 595,    7 480,,,    48,    4 906,    2 421,    2 485
    49,    647 935,    403 084,    244 851,    3 354,    2 650,    704,    627 404,    393 142,    234 262,    12 596,    4 879,    7 717,,,    49,    4 581,    2 413,    2 168
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    单位：人,,,
单位：人,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    职业和,    离婚,,
    职业和,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    年龄别,,,
    年龄别,,,,,,,,,,,,,,,,    小计,    男,    女
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,  50—54岁,    19 288,    11586,    7 702
,,,,,,,,,,,,,,,    50,    4 413,    2 419,    1 994
  50-54岁,  2 629 238,  1 811699,    817 539,    15 198,    12 230,    2 968,    2 529 322,    1 759 097,    770 225,    65 430,    28 786,    36 644,,,    51,    4 031,    2 357,    1 674
    50,    608 806,    393 538,    215 268,    3 194,    2 503,    691,    588 286,    383 479,    204 807,    12 913,    5 137,    7 776,,,    52,    3 882,    2 409,    1 473
