表7—7  全国镇15岁及15岁以上人口分年龄和文化程度的婚姻状况(第二口径),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,表7-7全国镇15岁及15岁以上人口分年龄和文化程度的,,,
        单位：人,,,,,,,,,,,,,,,    婚姻状况(第二口径)(续13)单位：人,,,
,,,,,,,,,,,,,,,,,,
    文化程度,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,    文化程度,    离婚,,
    和年龄别,,,,,,,,,,,,,,,    和年龄别,,,
,  合计,    男,    女,  小计,    男,    女,    小计,    男,    女,    小计,    男,    女,,,,    小计,    男,    女
    40,    103 050,    28 108,    74 942,    4 602,    4 259,    343,    94 947,    22 664,    72 283,    2 242,    388,    1 854,,,    40,    1 259,    797,    462
    41,    86 945,    23 700,    63 245,    3 614,    3 374,    240,    80 167,    19 322,    60 845,    2 171,    383,    1 788,,,    41,    993,    621,    372
    42,    82 565,    21 788,    60 777,    3 341,    3 131,    210,    75 996,    17 687,    58 309,    2 354,    424,    1 930,,,    42,    874,    546,    328
    43,    82 505,    21 325,    61 180,    3 210,    2 998,    212,    75 735,    17 387,    58 348,    2 693,    383,    2 310,,,    43,    867,    557,    310
    44,    80 907,    19 993,    60 914,    2 933,    2 772,    161,    74 138,    16 285,    57 853,    3 036,    425,    2 611,,,    44,    800,    511,    289
  45-49岁,    496 785,    124 123,    372 662,    14 979,    14 120,    859,    449 272,    103 094,    346 178,    27 676,    3 868,    23 808,,,  45—49岁,    4 858,    3 041,    1 817
    45,    86 309,    21 737,    64 572,    3 102,    2 892,    210,    78 517,    17 745,    60 772,    3 789,    547,    3 242,,,    45,    901,    553,    348
    46,    89 415,    22 672,    66 743,    2851,        2 682,    169,    81 464,    18 818,    62 646,    4 181,    589,    3 592,,,    46,    919,    583,    336
    47,    93 355,    23 429,    69 926,    2 840,    2 714,    126,    84 590,    19 460,    65 130,    5 008,    703,    4 305,,,    47,    917,    552,    365
    48,    108 046,    27 000,    81 046,    3 154,    2 966,    188,    97 276,    22 428,    74 848,    6 576,    942,    5 634,,,    48,    1 040,    664,    376
    49,    119 660,    29 285,    90 375,    3 032,    2 866,    166,    107 425,    24 643,    82 782,    8 122,    1 087,    7 035,,,    49,    1 081,    689,    392
  50-54岁,    784 474,    191 183,    593 291,    16 295,    15 328,    967,    682 706,    161 485,    521 221,    78 536,    9 849,    68 687,,,  50-54岁,    6 937,    4 521,    2 416
    50,    132 262,    32 224,    100 038,    3 211,    3 006,    205,    117 272,    27 013,    90 259,    10 450,    1 369,    9 081,,,    50,    1 329,    836,    493
    51,    139 855,    34 227,    105 628,    3123,    2 968,    155,    123 366,    28 948,    94 418,    12 144,    1 486,    10 658,,,    51,    1 222,    825,    397
    52,    158 749,    39 516,    119 233,    3 405,    3 192,    213,    138 499,    33 381,    105 118,    15 415,    1 987,    13 428,,,    52,    1 430,    956,    474
    53,    168 194,    40 931,    127 263,    3 191,    2 994,    197,    145 256,    34 747,    110 509,    18 336,    2 295,    16 041,,,    53,    1 411,    895,    516
    54,    185 414,    44 285,    141 129,    3 365,    3 168,    197,    158 313,    37 396,    120 917,    22 191,    2 712,    19 479,,,    54,    1 545,    1 009,    536
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,,表7—7全国镇15岁及15岁以上人口分年龄和文化程度的,,,
,,,,,,,,,,,,,,,    婚姻状况(第二口径)(续16)单位：人,,,
    文化程度,    合计,,,    未婚,,,    有配偶,,,    丧偶,,,,,,,,
    和年龄别,,,,,,,,,    女,    小计,    男,    女,,,    文化程度,    离婚,,
,  合计,    男,    女,  小计,    男,    女,    小计,    男,,,,,,,    和年龄别,,,
  55—59岁,    1 011 433,    249 837,    761 596,    16 017,    14 887,    1 130,    823 332,    208 571,    614 761,    163 743,    21 041,    142 702,,,,    小计,    男,    女
    55,    195 649,    46 510,    149 139,    3 498,    3 271,    227,    164 761,    38 942,    125 819,    25 758,    3 247,    22 51 1,,,  55—59岁,    8 341,    5 338,    3 003
    56,    206 457,    50 110,    156 347,    3 317,    3 108,    209,    171 066,    42 038,    129 028,    30 410,    3 911,    26 499,,,    55,    1 632,    1 050,    582
    57,    210 319,    51 613,    158 706,    3 239,    3 005,    234,    172 017,    43 181,    128 836,    33 325,    4 330,    28 995,,,    56,    1 664,    1 053,    61 1
    58,    199 183,    50 094,    149 089,    3 076,    2 857,    219,    159 259,    41 722,    117 537,    35 243,    4 490,    30 753,,,    57,    1 738,    1 097,    641
    59,    199 825,    51 510,    148 315,    2 887,    2 646,    241,    156 229,    42 688,    113 541,    39 007,    5 063,    33 944,,,    58,    1 605,    1 025,    580
  60岁及以上,    3 334 543,    882 076,    2 452 467,    40 631,    32 373,    8 258,    1 673 879,    603 629,    1 070 250,    1 598 884,    233 420,    1 365 464,,,    59,    1 702,    1 113,    589
小学,    14 102 200,    7 447 266,    6 654 934,    1 864 356,    1 091 829,    772 527,    11 479 181,    5 978 756,    5 500 425,    641 639,    296 984,    344 655,,,  60岁及以上,    21 149,    12 654,    8 495
  15—19岁,    990 676,    477 073,    513 603,    945 671,    464 923,    480 748,    44 284,    11 959,    32 325,    96,    42,    54,,,小学,    117 024,    79 697,    37 327
    15,    202 717,    102 258,    100 459,    202 240,    102 073,    100 167,    455,    173,    282,    7,    7,    -,,,  15-19岁,    625,    149,    476
    16,    174 210,    82 806,    91 404,    172 872,    82 417,    90 455,    1 308,    383,    925,    7,    5,    2,,,    15,    15,    5,    10
    17,    185 644,    87 363,    98 281,    181 451,    86 290,    95 161,    4 121,    1 054,    3 067,    12,    7,    5,,,    16,    23,    1,    22
    18,    200 986,    95 598,    105 388,    189 214,    92 597,    96 617,    11 548,    2 964,    8 584,    26,    8,    18,,,    17,    60,    12,    48
    19,    227 119,    109 048,    118 071,    199 894,    101 546,    98 348,    26 852,    7 385,    19 467,    44,    15,    29,,,    18,    198,    29,    169
  20—24岁,    1 243 377,    594 570,    648 807,    639 067,    384 202,    254 865,    597 806,    207 372,    390 434,    1 001,    370,    631,,,    19,    329,    102,    227
    20,    251577,    121 195,    130 382,    193 157,    104 828,    88 329,    57 668,    16 131,    41 537,    95,    28,    67,,,  20—24岁,    5 503,    2 626,    2 877
    21,    272 543,    131 508,    141 035,    173 646,    101099,    72 547,    97 916,    29 993,    67 923,    134,    53,    81,,,    20,    657,    208,    449
