表3-4省自治区直辖市的县各民族人口数(第二种口径),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山西省,    20 466 088,    10 486 633,    9 979 455,  20 451 352,  10 480 644,    9 970 708,    663,    270,    393,    8 808,    4 432,    4 376,,,内蒙古自治区,    465,    226,    239,    38,    18,    20,    279,    119,    160,    132,    43,    89,    422,    191,    231,,,内蒙古自治区,    31,    7,    24,    10 268,    5 108,    5 160,  248 193,  127 709,  120 484,    42,    22,    20,    39,    15,    24,,,,,,,,,,,,,,,,,,,,,内蒙古自治区,    55,    20,    35,    9,    4,    5,    18,    8,    10,    13,    4,    9,    13,    6,    7,,,内蒙古自治区,    1,-,    1,    10,    1,    9,    23,    12,    11,    3,    2,    1,    11,    4,    7,    14,    9,    5,    301,    151,    150,,,内蒙古自治区,  33 223,  17 128,  16 095,-,-,-,    9,    4,    5,-,-,-,-,-,-,-,-,-,     2,-,    2,,,内蒙古自治区,    1 308,    688,    620,-,-,-,    1,-,    1,-,-,-,    1,-,    1,-,-,-,  1 472,    709,    763,,,内蒙古自治区,  15 020,    7 670,    7 350,-,-,-,-,-,-,    9,    3,    6,-,-,-,-,-,-,-,-,-,,,内蒙古自治区,    1 602,    822,    780,    42,    22,    20,-,-,-,-,-,-,-,-,-,    15,    5,    10,    94,    43,    51
内蒙古自治区,    13 659 631,    7 145 281,    6 514 350,  10 749 219,    5 665 960,    5 083 259,    2 556 292,    1 297 828,    1 258 464,    40 760,    20 648,    20 112,,,辽宁省,    62,    31,    31,    29,    15,    14,    262,    117,    145,    167,    70,    97,    834,    300,    534,,,辽宁省,    39,    13,    26,    66 929,    33 260,    33 669,  3 649 806,  1 899 261,  1 750 545,    33,    15,    18,    80,    42,    38,,,,,,,,,,,,,,,,,,,,,辽宁省,    45,    20,    25,    5,   2,    3,-,-,-,    15,    12,    3,    130,    54,    76,,,辽宁省,-,-,-,    16,    8,    8,-,-,-,-,-,-,-,-,-,    1,    1,-,    14,    7,    7,,,辽宁省,    207,    64,    143,    2,-,    2,    12,    6,    6,-,-,-,-,-,-,-,-,-,    3,    1,    2,,,辽宁省,  64 189,  34 006,  30 183,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,    12,    5,    7,,,辽宁省,    54,    17,    37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,辽宁省,    41,    9,    32,    8,    3,    5,-,-,-,    6,    4,    2,-,-,-,    3,    1,    2,    41,    10,    31
辽宁省,    19 284 281,    9 897 824,    9 386 457,  15 013 953,    7 682 946,    7 331 007,    448 148,    227 252,    220 896,    38 898,    20 145,    18 753,,,吉林省,    63,    30,    33,    70,    23,    47,    150,    56,    94,    66,    30,    36,    520,    204,    316,,,吉林省,    5,    2,    3,    609 014,    304 468,    304 546,  727 630,  380 419,    347 211,    28,    11,    17,    64,    28,    36,,,,,,,,,,,,,,,,,,,,,吉林省,    22,   7,    15,    69,    37,    32,-,-,-,    3,    1,    2,    17,    9,    8,,,吉林省,-,-,-,    4,    1,    3,-,-,-,    1,-,    1,    2,    1,    1,    5,    3,    2,    37,    18,    19,,,吉林省,    138,    63,    75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1,,,吉林省,    1 453,    743,    710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    7,    4, 3,,,吉林省,    8,    5,    3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,吉林省,    19,    7,    12,    147,    72,    75,    11,    8,    3,    6,    3,    3,    15,    10,    5,-,-,-,    59,    21,    38
吉林省,    14 236 791,    7 342 961,    6 893 830,  12 751 983,    6 584 455,    6 167 528,    118 589,    58 478,    60 111,    26 453,    13 684,    12 769,,,黑龙江省,    59,    29,    30,    63,    35,    28,    1 278,    699,    579,    357,    199,    158,    1 839,    923,    916,,,黑龙江省,    456,    242,    214,    264 107,    132 466,    131 641,  789 821,  423 267,    366 554,    416,    240,    176,    144,    69,    75,,,,,,,,,,,,,,,,,,,,,黑龙江省,    19,    8,    11,    7,    4,    3,    15,    6,    9,    41,    31,    10,    10,    7,    3,,,黑龙江省,-,-,-,    106,    60,    46,    1,    1,-,    25,    15,    10,-,-,-,  1 023,    519,    504,    24,    9,    15,,,黑龙江省,  13 863,    6 913,    6 950,    14,    8,    6,    21,    9,    12,    2,    1,    1,-,-,-,    4,    3,    1,    15,    8,   7,,,黑龙江省,    4 717,    2 718,    1 999,-,-,-,    2,-,    2,-,-,-,-,-,-,1,-,    1,    113,    53,    60,,,黑龙江省,    1 405,    663,    742,-,-,-,-,-,-,    10,    5,    5,    29,    16,    13,    3,    2,    1,-,-,-,,,黑龙江省,    2 441,    1 205,    1 236,    1 625,    841,    784,-,-,-,    1,-,    1,-,-,-,    46,    26,    20,    344,    94,    250
黑龙江省,    18 326 337,    9 457 401,    8 868 936,  17 133 122,    8 830 476,    8 302 646,    91 196,    46 325,    44 871,    17 130,    8 986,    8 144,,,上海市,    54,    24,    30,    8,    4,    4,    115,    71,    44,    56,    6,    50,    167,    39,    128,,,上海市,    30,    12,    18,    15,    6,    9,    176,    90,    86,    28,    20,    8,    8,    4,    4,,,,,,,,,,,,,,,,,,,,,上海市,    3,    2,    1,    8,    2,    6,    5,    3,    2,    35,    16,    19,    1,-,    1,,,上海市,    2,-,   2,    7,    3,    4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,上海市,-,-,-,    2,-,    2,-,-,-,   2,-,    2,-,-,-,-,-,-,    1,    1,-,,,上海市,    2,    2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,    1,    1,,,上海市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,上海市,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1,    16,    2,    14,-,-,-
上海市,    4 505 504,    2 207 803,    2 297 701,    4 503 379,    2 206 837,    2 296 542,    66,    20,    46,    992,    504,    488,,,江苏省,    197,    36,    161,    131,    33,    98,    3 099,    244,    2 855,    1 967,    132,    1 835,    3 391,    152,    3 239,,,江苏省,    1 841,    117,    1 724,    218,    60,    158,    1 280,    487,    793,    1 056,    100,    956,    197,    32,    165,,,,,,,,,,,,,,,,,,,,,江苏省,    220,    36,    184,    112,    10,    102,    142,    9,    133,    47,    19,    28,    42,    16,    26,,,江苏省,    166,    17,    149,    131,    22,    109,    11,-,    11,    91,    13,    78,    21,-,    21,    2,-,    2,    128,    19,    109,,,江苏省,    12,    4,    8,    35,    3,    32,    16,    1,    15,    44,    2,    42,    4,-,    4,    20,-,    20,    52,    11,    41,,,江苏省,    28,    4,    24,    5,-,    5,    24,    2,    22,    1,-,    1,    14,    1,    13,-,-,-,    1,-,    1,,,江苏省,    6,    1,    5,    4,-,    4,-,-,-,-,-,-,    29,-,    29,    1,-,    1,    17,    3,    14,,,江苏省,    4,-,    4,    4,-,    4,    2,-,    2,    4,-,    4,-,-,-,    241,    18,    223,    5,    1,    4
江苏省,    52 588 254,    26 583 104,    26 005 150,  52 544 267,  26 568 504,  25 975 763,    452,    139,    313,    25 060,    12 619,    12 441,,,浙江省,    121,    18,    103,    20,    9,    11,    2 289,    307,    1 982,    494,    49,    445,    6 045,    485,    5 560,,,浙江省,    990,    73,    917,    45,    11,    34,    315,    109,    206,    499,    77,    422,    192,    19,    173,,,,,,,,,,,,,,,,,,,,,浙江省,    178,    76,    102,    34,    4,    30,    46,    9,    37,    1 56 720,    81 404,    75 316,    30,    14,    16,,,浙江省,    34,    3,    31,    303,    15,    288,    5,-,    5,    345,    26,    319,    12,    1,    11,-,-,-,    59,    7,    52,,,浙江省,    4,    1,    3,    32,    4,    28,    4,-,    4,    7,    1,    6,    19,    7,    12,    15,    1,    14,    19,     2,    17,,,浙江省,    6,    1,    5,-,-,-,    19,    1,    18,-,-,-,    8,    1,    7,-,-,-,    1,-,    1,,,浙江省,-,-,-,-,-,-,    1,-,    1,-,-,-,    11,-,    11,    2,-,    2,    6,-,    6,,,浙江省,    2,-,    2,    1,-,    1,    1,-,    1,-,-,-,-,-,-,    86,    4,    82,    10,-,    10
浙江省,    28 528 500,    14 732 043,    13 796 457,  28 349 677,  14 644 551,  13 705 126,    222,    67,    155,    8 269,    4 517,    3 752,,,安徽省,    226,    44,    182,    63,    16,    47,    1 492,    266,    1 226,    1 712,    146,    1 566,    1 801,    353,    1 448,,,安徽省,    732,    154,    578,    155,    59,    96,    2 179,    1 123,    1 056,    353,    100,    253,    126,    29,    97,,,,,,,,,,,,,,,,,,,,,安徽省,    111,    12,    99,    53,    4,    49,    141,    6,    135,    1 336,    713,    623,    42,    18,    24,,,安徽省,    135,    7,    128,    168,    26,    142,    9,    1,    8,    48,    5,    43,    5,    1,    4,    2,-,    2,    78,    10,    68,,,安徽省,    5,    3,    2,    25,    5,    20,    33,    7,    26,    32,    2,    30,    8,    1,    7,    16,    1,    15,    27,    11,    16,,,安徽省,    11,    4,     7,    1,-,    1,    25,    1,    24,-,-,-,    6,-,    6,-,-,-,    2,-, 2,,,安徽省,    1,-,    1,    4,-,    4,    1,-,    1,-,-,-,    21,    1,    20,    1,-,    1,    22,    1,    21,,,安徽省,    3,    1,    2,    6,-,    6,-,-,-,    5,-,    5,-,-,-,    96,    11,    85,    6,-,    6
安徽省,    46 156 961,    23 782 918,    22 374 043,  45 994 823,  23 703 311,  22 291 512,    233,    71,    162,    148 588,    76 152,    72 436,,,福建省,    223,    30,    193,    8,    1,    7,    2 858,    1 169,    1 689,    264,    24,    240,    6 329,    605,    5 724,,,福建省,    384,    45,    339,    38,    18,    20,    2 374,1 271,    1 103,    308,    80,    228,    386,    83,    303,,,,,,,,,,,,,,,,,,,,,福建省,    241,    70,    171,    3,-,    3,    18,    4,    14,  322 421,  172 996,  149 425,    184,    104,    80,,,福建省,    3,-,    3,    68,    21,    47,    3,-,    3,    8,    3,    5,    7,-,    7,-,-,-,    33,    9,    24,,,福建省,    2,    1,    1,    22,    3,    19,    9,-,    9,    3,-,    3,-,-,-,    34,    1,    33,    12,    4,    8,,,福建省,    3,-,    3,    1,    1,-,    1,-,    1,-,-,-,-,-,-,-,-,-,    1,-,    1,,,福建省,    1,-,    1,-,-,-,-,-,-,    1,-,    1,    123,    19,    104,-,-,-,    1,-,    1,,,福建省,-,-,-,-,-,-,-,-,-,    1,-,    1,-,-,-,    92,    31,    61,    638,    110,    528
福建省,    23 629 190,    12 090 733,    11 538 457,  23 220 929,  11 875 338,  11 345 591,    1 907,    980,    927,    68 427,    37 471,    30 956,,,江西省,    34,    16,    18,    5,    4,    1,    777,    300,    477,    128,    51,    77,    1 470,    535,    935,,,江西省,    85,    21,    64,    20,    9,    11,    551,    310,    241,    431,    215,    216,    720,    358,    362,,,,,,,,,,,,,,,,,,,,,江西省,    119,    34,    85,    12,    4,    8,    1,-,    1,    73 146,    39 383,    33 763,    37,    18,    19,,,江西省,    3,-,    3,    15,    10,    5,-,-,-,    2,-,    2,    1,-,    1,-,-,-,    15,    8,    7,,,江西省,    6,    2,    4,    16,    6,    10,    28,    17,    11,    1,    1,-,-,-,-,    11,    8,    3,    11,    4,    7,,,江西省,    4,    1,    3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    1,-,    1,,,江西省,-,-,-,    2,    2,-,-,-,-,-,-,-,    30,    12,    18,-,-,-,    1,-,    1,,,江西省,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,    107,    62,    45,    5,    1,    4
江西省,    30 034 949,    15 475 953,    14 558 996,  29 955 059,  15 433 501,  14 521 558,    215,    113,    102,    1 344,    767,    577,,,山东省,    321,    54,    267,    68,    12,    56,    1 329,    131,    1 198,    1 168,    87,    1 081,    3 728,    235,    3 493,,,山东省,    601,    28,    573,    1 190,    359,    831,    5 388,    2 166,    3 222,    189,    43,    146,    222,    19,    203,,,,,,,,,,,,,,,,,,,,,山东省,    87,    4,    83,    204,    32,    172,    963,    33,    930,    7,    2,    5,    18,    4,    14,,,山东省,    460,    16,    444,    72,    6,    66,    8,    2,    6,    115,    1,    114,    77,    2,    75,-,-,-,    158,    21,    137,,,山东省,    91,    24,    67,    49,    2,    47,    27,    7,    20,    83,    4,    79,    4,-,    4,    7,-,    7,    13,    5,    8,,,山东省,    39,    12,    27,    6,-,    6,    43,    4,    39,-,-,-,    24,    1,    23,-,-,-,    3,    1,    2,,,山东省,    10,    3,    7,    7,-,    7,    3,    2,    1,-,-,-,    10,-,    10,    20,    11,    9,    12,-,    12,,,山东省,    14,    2,    12,-,-,-,    4,-,    4,    2,-,    2,    2,-,    2,    96,    10,    86,    53,    3,    50
山东省,61 316 868,    30 975 031,    30 341 837,  61 078 051,  30 862 140,  30 215 911,    723,    174,    549,    218 375,    109 239,    109 136,,,河南省,    898,    150,    748,    1 318,    719,    599,    1 109,    210,    899,    938,    145,    793,    1 421,    242,    1 179,,,河南省,    446,    56,    390,    244,    97,    147,    33 316,    20 587,    12 729,    208,    60,    148,    115,    24,    91,,,,,,,,,,,,,,,,,,,,,河南省,    149,    10,    139,    188,    28,    160,    857,    45,    812,    75,    42,    33,    100,    45,    55,,,河南省,    783,    52,    731,    35,    2,    33,    8,    2,    6,    160,    11,    149,    8,-,    8,-,-,-,    175,    45,    130,,,河南省,    94,    54,    40,    14,    2,    12,    37,    4,    33,    53,    2,    51,    14,    1,    13,    5,    1,    4,    24,    7,    17,,,河南省,    53,    24,    29,    7,-,    7,    21,    3,    18,-,-,-,    4,-,    4,-,-,-,    7,    3,    4,,,河南省,    3,-,    3,-,-,-,      3,-,    3,    5,-,    5,    21,    2,    19,    3,-,    3,    4,-,    4,,,河南省,    4,    2,    2,    11,    3,    8,    1,-,    1,    5,-,    5,    1,-,    1,    348,    174,    174,    18,    1,    17
河南省,    72 504 696,    36 910 781,    35 593 915,  71 932 714,  36 618 416,  35 314 298,    53 599,    32 077,    21 522,    471 278,    236 605,    234 673,,,湖北省,    135,    67,    68,    57,    27,    30,    188 802,  103 010,    85 792,    966,    604,    362,    788,    316,    472,,,湖北省,    179,    109,    70,    1 302,    772,    530,    2 559,    1 373,    1 186,    51 733,    28 142,    23 591,    574,    314,    260,,,,,,,,,,,,,,,,,,,,,湖北省,    432,    252,    180,    13,    3,    10,    12,2,    10,    2 309,    1 425,    884,    7,    2,    5,,,湖北省,    3,-,    3,    191,    112,    79,    97,    54,    43,    45,    24,    21,-,-,-,-,-,-,    18,    3,    15,,,湖北省,    2,    2,-,    4,    2,    2,    12,    3,    9,    2,-,    2,-,-,-,-,-,-,    2,    1,    1,,,湖北省,    7,    4,    3,-,-,-,    1,    1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,湖北省,-,-,-,    5,    2,    3,-,-,-,    1,-,    1,    46,    29,    17,-,-,-,-,-,-,,,湖北省,-,-,-,-,-,-,    1,-,    1,-,-,-,-,-,-,    4,    4,-,    9,    3,    6
湖北省,    38 455 359,    19 786 406,    18 668 953,  36 525 761,  18 773 221,  17 752 540,    2 956,    1 653,1 303,    25 831,    13 745,    12 086,,,湖南省,    165,    60,    105,    4 530,    2 432,    2 098,  1 449 330,  754 260,  695 070,    784,    250,    534,    16 367,    7 287,    9 080,,,湖南省,    896,    189,    707,    125,    64,    61,    689,    325,    364,  708 881,  378 171,  330 710,  443 896,  234 782,  209 114,,,,,,,,,,,,,,,,,,,,,湖南省,    522,    201,    321,    42,    7,    35,    632,    188,    444,    337,    219,    1 18,    75,    32,    43,,,湖南省,    304,    27,    277,    150,    38,    112,    2,    1,    1,    20,    4,    16,    40,    1,    39,    9,    4,    5,    54,    20,    34,,,湖南省,-,-,-,    551,    300,    251,    6,    1,    5,    54,-,    54,    3,-,    3,    34,    16,    18,    30,    12,    18,,,湖南省,    3,    2,    1,    6,-,    6,    13,    6,    7,-,-,-,    1,-,    1,-,-,-,    2,-,    2,,,湖南省,-,-,-,    3,-,    3,-,-,-,-,-,-,    8,    1,    7,    11,    4,    7,    3,   2,    1,,,湖南省,1,-,1,-,-,-,    1,-,    1,-,-,-,    24,    3,    21,    74,    8,    66,    16,-,    16
湖南省,    49 719 761,    25 739 819,    23 979 942,  45 539 671,  23 555 262,  21 984 409,    602,    303,    299,    50 555,    26 174,    24 381,,,广东省,    872,    80,    792,    25,    8,    17,    3 012,    425,    2 587,    349,    34,    315,    111 431,    32 899,    78 532,,,广东省,    1 019,    48,    971,    121,    80,    41,    507,    244,    263,    1 208,    130,    1 078,  125 678,    64 089,    61 589,,,,,,,,,,,,,,,,,,,,,广东省,    1 760,    138,    1 622,    28,    6,    22,    123,    1,    122,    16 842,    8 887,    7 955,    23,    8,    15,,,广东省,    400,    9,    391,    130,    5,    125,    5,    3,    2,    4,-,    4,    42,    1,    41,    3,    2,    1,    72,    28,    44,,,广东省,-,-,-,    352,    80,    272,    2,-,    2,    29,    3,    26,    4,-,    4,    114,    15,    99,    35,    10,    25,,,广东省,    5,    2,    3,    8,-,    8,    17,    1,    16,    2,2,-,    8,-,    8,    1,-,    1,    1,-,    1,,,广东省,-,-,-,    2,-,    2,    2,-,    2,-,-,-,    311,    50,    261,    6,    5,    1,    24,    1,    23,,,广东省,-,-,-,-,-,-,    3,-,    3,    4,-,    4,    3,    2,    1,    181,    12,    169,    299,    91,    208
