表6—32 全国市分年龄、性别、文化程度的不在业人口数(第二口径),,,,,,,,,,,,,,,,,,,,,,,,,,,
  65岁及以上,    271 856,    197 803,    74 053,        -,             -,      -,    17 994,    5 327,    12 667,     -,    -,          -,,,  60—64岁,       -,       -,      -,    217 532,    155 308,    62 224,    1 705,    1 402,    303,    824,    691,    133
中专,    2 353 294,    1 182 876,    1 170 418,    1 947 202,    1 017 758,    929444,    19 121,    1 629,    17 492,    2 287,    939,    1 348,,,  65岁及以上,       -,       -,      -,    242 572,    183 502,    59 070,    9 790,    7 733,    2 057,    1 500,    1 241,    259
  15—19岁,    1 444 529,    699 035,    745 494,    1 410 493,    685 188,    725 305,    219,    35,    184,    1 564,    623,    941,,,中专,    57 009,    25 604,    31 405,    299 574,    118 556,    181 018,    5 135,    3 162,    1 973,    22 966,    15 228,    7 738
  20—24岁,    509 738,    310 751,    198 987,    478 565,    296 248,    182 317,    1 118,    57,    1 061,    723,    316,    407,,,  15—19岁,    26 630,    10 392,    16 238,    11,    6,    5,    14,    6,    8,    5 598,    2 785,    2 813
  25—29岁,    48 163,    29 131,    19 032,    39 447,    24 380,    15 067,    1 432,    49,    1 383,      -,       -,     -,,,  20—24岁,    22 670,    10 103,    12 567,    89,    33,    56,    74,    50,    24,    6 499,    3 944,    2 555
  30-34岁,    17 141,    10 508,    6 633,    12 718,    7 874,    4 844,    919,    36,    883,       -,       -,      -,,,  25—29岁,    4 057,    2 369,    1 688,    182,    103,    79,    129,    94,    35,    2 916,    2 136,    780
  35—39岁,    8 256,    5 115,    3 141,    4 692,        3 122,    1 570,    845,    42,    803,       -,       -,      -,,,  30—34岁,    1 561,    1 111,    450,    148,    91,    57,    11 1,    79,    32,    1 684,    1 317,    367
  40—44岁,    7 893,    4 194,    3 699,    1 287,    946,    341,    1 370,    80,    1 290,       -,       -,       -,,,  35—39岁,    877,    592,    285,    295,    164,    131,    220,    145,    75,    1 327,    1 050,    277
  45—49岁,    21 281,    4 999,    16 282,      -,    -,      -,    3 835,    144,    3 691,       -,       -,        -,,,  40-44岁,    909,    732,    177,    2 200,    813,    1 387,    684,    460,    224,    1 443,    1 163,    280
,,,,,,,,,,,,,,,  45—49岁,    305,    305, -,    14 975,    2 968,    12 007,    694,    405,    289,    1 472,    1 177,    295
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
表6--32全国市分年龄、性别、文化程度的不在业人口数(第二口径)(续02),,,,,,,,,,,,,,,    单位：人,,,,,,,,,,,,
    单位：人,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,    文化程度,    市镇待业,,,    离休退休退职,,,    丧失工作能力,,,    其它,,
    文化程度,    不在业人口,,,    在校学生,,,    料理家务,,,    待升学,,,,,    和年龄别,    小计,    男,    女,    小计,    男,    女,  小计,    男,    女,  小计,    男,    女
    和年龄别,    合计,    男,    女,    小计,    男,    女,  小计,    男,    女,  小计,    男,    女,,,  50-54岁,        -,        -,        -,    55 884,    14 841,    41 043,    750,    502,    248,    1 151,    965,    186
  50-54岁,    61 105,    16 581,    44 524,        -,         -,    -,    3 320,    273,    3 047,  -,      -,  -,,,  55—59岁,        -,        -,        -,    98 463,    26 290,    72 173,    407,    296,    111,    481,    413,    68
  55—59岁,        100 945,    27 200,    73 745,         -,        -,     -,    1 594,    201,    1 393,   -,      -,  -,,,  60—64岁,        -,        -,        -,    72 653,    43 275,    29 378,    281,    209,    72,    147,    107,    40
  60-64岁,    74 145,    43 796,    30 349,          -,       -,      -,    1 064,    205,    859,    -,      -,  -,,,  65岁及以上,        -,        -,        -,    54 674,    29 972,    24 702,    1 771,    916,    855,    248,    171,    77
  65岁及以上,    60 098,    31 566,    28 532,           -,      -,       -,    3 405,    507,    2 898,     -,      -, -,,,大学专科,    43 091,    20 959,    22 132,    221 638,    147 365,    74 273,    2 878,    2 200,    678,    20 102,    13 127,    6 975
大学专科,    1 446 565,    877 045,    569 520,    1 154 194,    691 962,    462 232,    4 088,    1 129,    2 959,    574,    303,    271,,,  15-19岁,    3 694,    1 468,    2 226,    6,    4,    2,    5,    3,    2,    1 175,    533,    642
  15-19岁,    267 701,    137 516,    130 185,    262 712,    135 457,    127 255,    19,    5,    14,    90,    46,    44,,,  20—24岁,    31 996,    14 681,    17 315,    43,    22,    21,    41,    28,    13,    8 965,    4 886,    4 079
  20—24岁,    802 653,    481 182,    321 471,    760 812,    461 277,    299 535,    312,    31,    281,    484,    257,    227,,,  25—29岁,    5 092,    2 966,    2 126,    163,    101,    62,    90,    60,    30,    3 243,    2 315,    928
  25—29岁,    100 874,    71 901,    28 973,    91 832,    66 425,    25407,    454,    34,    420,   -,  -,    -,,,  30—34岁,    1 212,    935,    277,    152,    115,    37,    59,    41,    18,    1 760,    1 310,    450
  30-34岁,    28 918,    21 134,    7 784,    25 572,    18 719,    6 853,    163,    14,    149,    -,    -,   -,,,  35—39岁,    668,    514,    154,    158,    110,    48,    99,    64,    35,    1 331,    1 025,    306
  35—39岁,    12 878,    9 600,    3 278,    10 471,    7 863,    2 608,    151,    24,    127,     -,   -,   -,,,  40—44岁,    268,    234,    34,    338,    207,    131,    118,    80,    38,    868,    710,    158
  40—44岁,    4 501,    3 461,    1 040,    2 784,    2 211,    573,    125,    19,    106,     -,     -,  -,,,  45—49岁,    161,    161,     -,    2 187,    817,    1 370,    270,    201,    69,    968,    788,    180
  45—49岁,    3 850,    2 029,    1 821,    7,    6,    1,    257,    56,    201,      -,    -,       -,,,  50—54岁,     -,     -,     -,    13 030,    5 947,    7 083,    423,    338,    85,    779,    688,    91
  50一54岁,    14 651,    7 114,    7 537,    3,    3,     -,    416,    138,    278,       -,     -,     -,,,  55—59岁,     -,     -,     -,    49 735,    17 864,    31 871,    306,    240,    66,    443,    387,    56
  55—59岁,    50 887,    18 606,    32 281,    1,    1,      -,    402,    114,    288,        -,    -,     -,,,  60-64岁,      -,     -,     -,    78 853,    59 684,    19 169,    239,    196,    43,    223,    186,    37
  60—64岁,    79 709,    60 219,    19 490,    -,        -,      -,    394,    153,    241,   -,   -,      -,,,  65岁及以上,       -,     -,     -,    76 973,    62 494,    14 479,    1 228,    949,    279,    347,    299,    48
  65岁及以上,    79 943,    64 283,    15 660,     -,        -,      -,    1 395,    541,    854,   -,    -,    -,,,大学本科,    10 049,    6 571,    3 478,    271 406,    182 142,    89 264,    2 652,    1 986,    666,    18 802,    12 766,    6 036
大学本科,    1 742 735,    1 173 142,    569 593,    1 435 917,    968 507,    467 410,    3 636,    1 006,    2 630,    273,    164,    109,,,  15-19岁,    242,    135,    107,    3,    3,-,    1,    1,     -,    148,    97,    51
  15-19岁,    321 013,    202 341,    118 672,    320 585,    202 088,    118 497,    7,    3,    4,    27,    14,    13,,,  20—24岁,    6 054,    3 736,    2 318,    36,    23,    13,    21,    15,    6,    7 389,    4 781,    2 608
  20—24岁,    1 027 783,    698 478,    329 305,    1 013 973,    689 767,    324 206,    64,    6,    58,    246,    150,    96,,,  25—29岁,    2 671,    1 855,    816,    169,    112,    57,    61,    52,    9,    3 355,    2 251,    1 104
  25—29岁,    82 082,    61 960,    20 122,    75 683,    57 667,    18 016,    143,    23,    120,    -,    -,  -,,,  30—34岁,    593,    443,    150,    106,    78,    28,    28,    19,    9,    1 783,    1 195,    588
  30—34岁,    19 887,    14 587,    5 300,    17 272,    12 829,    4 443,    105,    23,    82,     -,    -,  -,,,  35—39岁,    266,    199,    67,    75,    58,    17,    41,    34,    7,    885,    617,    268
  35—39岁,    7 548,    5 408,    2 140,    6 21 5,    4 491,    1 724,    66,    9,    57,     -,    -,  -,,,  40—44岁,    107,    87,    20,    136,    82,    54,    101,    71,    30,    743,    576,    167
  40—44岁,    3 358,    2 491,    867,    2 189,    1 665,    524,    82,    10,    72,     -,    -,  -,,,  45—49岁,    116,    116,     -,    1 114,    433,    681,    260,    194,    66,    1 464,    1 075,    389
  45—49岁,    3 110,    1 854,    1 256,      -,        -,  -,    156,    36,    120,     -,    -,  -,,,  50—54岁,      -, -,     -,    8 203,    3 590,    4 613,    476,    365,    111,    1 090,    850,    240
  50—54岁,    10 074,    4 900,    5 174,      -,        -,   -,    305,    95,    210,     -,    -,  -,,,  55—59岁,      -,  -,     -,    45 112,    11 466,    33 646,    309,    230,    79,    695,    469,    226
  55—59岁,    46 404,    12 239,    34 165,      -,        -,    -,    288,    74,    214,     -,    -,   -,,,  60-64岁,      -,  -,     -,    90 112,    65 118,    24 994,    226,    179,    47,    490,    302,    188
  60—64岁,    91 268,    65 743,    25 525,     -,       -,     -,    440,      144,    296,     -,     -,   -,,,  65岁及以上,      -,  -,     -,    126 340,    101 179,    25 161,    1 128,    826,    302,    760,    553,    207
  65岁及以上,    1 30 208,    103 141,    27 067,      -,       -,      -,    1 980,    583,    1 397,     -,     -,   -,,,,,,,,,,,,,,,
