,,,,,,,,,,,,
    表11——3全国按现住地和1985年7月1日常住地类型分性别、职业的迁入人口数,,,,,,,,,,,,
省内单位：人,,,,,,,,,,,,
,,,,,,,,,,,,
,    1985年7月1日常住地类 型,,,,,,,,,,,
  职业和,,,,,,,,,,,,
,    合计,,,    城市,,,    镇,,,    乡村,,
  现住地,,,,,,,,,,,,
,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女,  小计,    男,    女
吉林省,    23 930,    12 880,    11 050,    2 782,    1 442,    1 340,    7 667,    3 694,    3 973,    13 481,    7 744,    5 737
黑龙江省,    38 501,    22 379,    16 122,    4 567,    2 210,    2 357,    8 716,    4 388,    4 328,    25 218,    15 781,    9 437
上海市,    7 030,    4 236,    2 794,    1 502,    974,    528,    2 032,    1 157,    875,    3 496,    2 105,    1 391
江苏省,    47 178,    26 675,    20 503,    5 236,    3 475,    1 761,    6 485,    3 315,    3 170,    35 457,    19 885,    15 572
浙江省,    45 212,    25 885,    19 327,    4 659,    3 248,    1 411,    10 683,    6 057,    4 626,    29 870,    16 580,    13 290
安徽省,    44 456,    23 965,    20 491,    4 722,    2 618,    2 104,    6 344,    2 813,    3 531,    33 390,    18 534,    14 856
福建省,    39 088,    24 345,    14 743,    4 604,    2 969,    1 635,    8 168,    4 892,    3 276,    26 316,    16 484,    9 832
江西省,    22 697,    12 165,    10 532,    2 985,    1 632,    1 353,    4 327,    2 049,    2 278,    15 385,    8 484,    6 901
山东省,    38 849,    21 265,    17 584,    6 155,    3 831,    2 324,    13 812,    7 406,    6 406,    18 882,    10 028,    8 854
河南省,    53 795,    30 999,    22 796,    7 985,    4 483,    3 502,    5 920,    3 047,    2 873,    39 890,    23 469,    16 421
湖北省,    63 727,    34 845,    28 882,    5 595,    3 275,    2 320,    14 496,    7 901,    6 595,    43 636,    23 669,    19 967
湖南省,    60 976,    30 457,    30 519,    7 514,    3 992,    3 522,    9 919,    4 617,    5 302,    43 543,    21 848,    21 695
广东省,    173 887,    116 160,    57 727,    14 206,    9 190,    5 016,    36 007,    22 895,    13 112,    123 674,    84 075,    39 599
广西壮族自治区,    42 390,    20 166,    22 224,    2 944,    1 695,    1 249,    9 577,    4 378,    5 199,    29 869,    14 093,    15 776
海南省,    9 249,    4 182,    5 067,    537,    264,    273,    2 482,    1 085,    1 397,    6 230,    2 833,    3 397
四川省,    111 402,    61 203,    50 199,    9 565,    5 785,    3 780,    16 106,    8 098,    8 008,    85 731,    47 320,    38 411
贵州省,    26 576,    12 908,    13 668,    1 935,    1 073,    862,    4 748,    2 100,    2 648,    19 893,    9 735,    10 158
云南省,    21 549,    9 990,    11 559,    3 042,    1 798,    1 244,    6 280,    2 868,    3 412,    12 227,    5 324,    6 903
西藏自治区,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——,    ——
陕西省,    21 567,    12 096,    9 471,    3 192,    1 810,    1 382,    4 651,    2 518,    2 133,    13 724,    7 768,    5 956
甘肃省,    11 973,    6 852,    5 121,    2 526,    1 339,    1 187,    1 989,    974,    1 015,    7 458,    4 539,    2 919
