表1    总人口、户籍人口、少数民族人口比重、非农业户口人口比重、城乡人口、家庭户人口、家庭户类别（全部数据）,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
县市名,总人口（人）,,,总人口,户籍人口（人）,少数民族人口比重,非农业户口人口比重,城乡人口（人）,,家庭户,,,,家庭户类别（户）,,,
,合计,男,女,性别比,,（%）,（%）,城镇,乡村,户数（户）,人口数（人）,户规模（人/户）,其中：一人户(户),一代户,二代户,三代户,四代以上户
,,,,,,,,,,,,,,,,,
溆浦县,798983,415715,383268,108.47,838279,10.56,11.46,119333,679650,217973,786511,3.61,11745,32662,137546,46030,1735
会同县,331392,172162,159230,108.12,340156,62.91,10.07,42663,288729,91921,327209,3.56,5972,14496,58278,18623,524
麻阳苗族自治县,335027,172974,162053,106.74,354877,78.86,10.38,39326,295701,86811,333271,3.84,5148,11270,52932,21857,752
新晃侗族自治县,241690,130740,110950,117.84,245772,87.56,12.49,37340,204350,66852,239044,3.58,6078,13154,36418,16483,797
芷江侗族自治县,334229,175350,158879,110.37,350411,61.24,12.04,43817,290412,95968,325299,3.39,7769,18514,57101,19782,571
靖州苗族侗族自治县,245444,126855,118589,106.97,259580,73.28,15.12,82578,162866,63469,239579,3.77,3754,8938,40721,13419,391
通道侗族自治县,206327,107168,99159,108.08,213902,85.50,9.94,32927,173400,51928,202827,3.91,3158,6528,30935,14013,452
洪江市,485061,250434,234627,106.74,503287,10.21,25.33,168983,316078,146331,475267,3.25,13215,31581,86869,27102,779
娄底市,3783233,1968190,1815043,108.44,3953110,0.14,19.18,952785,2830448,1056050,3689483,3.49,88558,216889,643776,188716,6669
娄星区,398577,205172,193405,106.08,379023,0.49,53.26,273794,124783,119621,363505,3.04,12524,32183,73677,13415,346
双峰县,840626,434761,405865,107.12,885453,0.10,11.27,104374,736252,236051,829968,3.52,17795,45272,140185,48738,1856
新化县,1207436,631245,576191,109.55,1279100,0.04,10.56,156023,1051413,317738,1197789,3.77,21553,48661,198437,68115,2525
冷水江市,339701,175071,164630,106.34,341270,0.28,46.51,160665,179036,100635,321790,3.20,9701,24748,65066,10577,244
涟源市,996893,521941,474952,109.89,1068264,0.10,13.43,257929,738964,282005,976431,3.46,26985,66025,166411,47871,1698
湘西土家族苗族自治州,2463617,1277391,1186226,107.69,2600486,74.56,16.16,487196,1976421,627033,2407620,3.84,49206,106744,370935,144139,5215
吉首市,294297,151422,142875,105.98,266956,74.48,41.85,165059,129238,75331,264916,3.52,8174,17056,43492,14265,518
泸溪县,256869,132592,124277,106.69,276130,57.72,15.69,53648,203221,64204,255680,3.98,4514,10227,37487,15907,583
凤凰县,343878,178684,165194,108.17,363897,73.32,10.80,49188,294690,83066,341694,4.11,5602,11094,50170,21103,699
花垣县,253750,132071,121679,108.54,268702,82.10,13.91,37172,216578,61794,249645,4.04,4549,8750,35715,16630,699
保靖县,260034,136690,123344,110.82,279946,79.73,12.51,39093,220941,66666,255464,3.83,5750,11383,38469,16257,557
古丈县,119202,63120,56082,112.55,136863,85.44,16.30,24784,94418,32328,117527,3.64,3258,6244,19743,6129,212
永顺县,445224,231192,214032,108.02,480371,85.96,12.04,53369,391855,117140,439894,3.76,8423,20442,70114,25485,1099
